	Stdev_slope	R2	Stdev_0.05	Stdev_0.1	Stdev_0.2	Stdev_0.3	Mean_0.05	Mean_0.1	Mean_0.2	Mean_0.3	Stdevnorm_0.05	Stdevnorm_0.1	Stdevnorm_0.2	Stdevnorm_0.3
3HAD100No2	2.3847995698892896	0.960987659728906	0.0008629127707569337	0.014730056093812244	0.02309547583342512	0.02662053860997458	0.06899395527096346	0.05641183920690359	0.04576577711589287	0.040468584778307184	0.012507077864545853	0.2611163950848389	0.5046451145129766	0.6578075007022306
3HAD120No1	2.3852960062524406	0.9619323164948426	0.0005664366043799236	0.008505499641297423	0.0133705705671915	0.015475220579555873	0.039840514706145365	0.03258831164824746	0.02648273006411128	0.02349483580195968	0.014217602572603091	0.2609984749472234	0.504878860103285	0.6586647682919793
3HAD121No2	2.4297639763357655	0.9668820010068709	0.0006531983226351021	0.006304332850585392	0.009888745525536159	0.011458288484691128	0.029153440564818042	0.023823527558656087	0.01928304705178154	0.016973748976347458	0.022405531216215097	0.26462633776897426	0.5128206916148426	0.6750593814400105
3HAD140No2	2.4297639248484115	0.9668820242173379	0.0005541956757543396	0.005348800650760537	0.008389932723679544	0.009721585626298969	0.024734726680737278	0.020212652570718675	0.016360364208541922	0.014401081769408226	0.022405571038144192	0.26462635876446755	0.5128206570914278	0.6750594005340789
3HAD141No2	2.4297639763357655	0.9668820010068709	0.0006531983226351021	0.006304332850585392	0.009888745525536159	0.011458288484691128	0.029153440564818042	0.023823527558656087	0.01928304705178154	0.016973748976347458	0.022405531216215097	0.26462633776897426	0.5128206916148426	0.6750593814400105
3HAD160No2	2.4297639248484115	0.9668820242173378	0.0005541956757543394	0.0053488006507605365	0.008389932723679546	0.009721585626298969	0.024734726680737278	0.020212652570718675	0.016360364208541922	0.014401081769408226	0.022405571038144185	0.2646263587644675	0.5128206570914279	0.6750594005340789
3HAD161No2	2.4297639763357655	0.9668820010068709	0.000653198322635102	0.006304332850585392	0.009888745525536159	0.011458288484691128	0.029153440564818042	0.023823527558656087	0.01928304705178154	0.016973748976347458	0.022405531216215094	0.26462633776897426	0.5128206916148426	0.6750593814400105
3HAD40No2	2.3847995698892888	0.9609876597289059	0.0008629127707569339	0.014730056093812246	0.02309547583342512	0.02662053860997458	0.06899395527096346	0.05641183920690359	0.04576577711589287	0.04046858477830719	0.012507077864545857	0.26111639508483897	0.5046451145129766	0.6578075007022305
3HAD60No2	2.3847995698892888	0.9609876597289059	0.0008629127707569339	0.014730056093812244	0.02309547583342512	0.02662053860997458	0.06899395527096346	0.05641183920690359	0.04576577711589287	0.04046858477830719	0.012507077864545857	0.2611163950848389	0.5046451145129766	0.6578075007022305
3HAD80No2	2.3847995698892888	0.9609876597289059	0.0008629127707569339	0.014730056093812244	0.02309547583342512	0.02662053860997458	0.06899395527096346	0.05641183920690359	0.04576577711589287	0.04046858477830719	0.012507077864545857	0.2611163950848389	0.5046451145129766	0.6578075007022305
3OAR100No1	2.3847995698892896	0.960987659728906	0.0008629127707569337	0.014730056093812244	0.02309547583342512	0.02662053860997458	0.06899395527096346	0.05641183920690359	0.04576577711589287	0.040468584778307184	0.012507077864545853	0.2611163950848389	0.5046451145129766	0.6578075007022306
3OAR120No1	2.3852960062524406	0.9619323164948426	0.0005664366043799236	0.008505499641297423	0.0133705705671915	0.015475220579555873	0.039840514706145365	0.03258831164824746	0.02648273006411128	0.02349483580195968	0.014217602572603091	0.2609984749472234	0.504878860103285	0.6586647682919793
3OAR121No1	2.4297639763357655	0.9668820010068709	0.0006531983226351021	0.006304332850585392	0.009888745525536159	0.011458288484691128	0.029153440564818042	0.023823527558656087	0.01928304705178154	0.016973748976347458	0.022405531216215097	0.26462633776897426	0.5128206916148426	0.6750593814400105
3OAR140No1	2.3852960062524406	0.9619323164948426	0.0005664366043799237	0.008505499641297423	0.013370570567191502	0.015475220579555873	0.039840514706145365	0.03258831164824746	0.02648273006411128	0.02349483580195968	0.014217602572603094	0.2609984749472234	0.5048788601032851	0.6586647682919793
3OAR141No1	2.4297639763357655	0.9668820010068709	0.0006531983226351021	0.006304332850585392	0.009888745525536159	0.011458288484691128	0.029153440564818042	0.023823527558656087	0.01928304705178154	0.016973748976347458	0.022405531216215097	0.26462633776897426	0.5128206916148426	0.6750593814400105
